Rk,Player,Date,Age,Team,Unnamed: 5,Opp,Result,"App,Dec",IP,H,R,ER,UER,HR,BB,IBB,SO,HBP,BK,WP,BF,BR,Pos
1,Bryan Abreu,2025-06-12,28-051,HOU,,CHW,"W, 4-3","8-8, H",1.0,1,0,0,0,0,0,0,1,0,0,0,4,1,P
2,Keegan Akin,2025-06-12,30-072,BAL,,DET,"L, 1-4",GS-1,1.0,1,0,0,0,0,1,0,2,0,0,0,5,2,P
3,Dan Altavilla,2025-06-12,32-277,CHW,@,HOU,"L, 3-4",7-7,1.0,1,0,0,0,0,0,0,0,0,0,0,3,1,P
4,Aaron Ashby,2025-06-12,27-019,MIL,,STL,"W, 6-0","7-GF, S",3.0,3,0,0,0,0,0,0,1,1,0,1,11,4,P
5,Hayden Birdsong,2025-06-12,23-286,SFG,@,COL,"L, 7-8",GS-6,6.0,6,3,3,0,1,2,0,6,0,0,0,26,8,P
6,Ryan Borucki,2025-06-12,31-073,PIT,@,CHC,"L, 2-3",8-GF(8),0.1,0,0,0,0,0,0,0,1,0,0,0,1,0,P
7,Huascar Brazobán,2025-06-12,35-240,NYM,,WSN,"W, 4-3",7-8,1.2,0,0,0,0,0,0,0,0,0,0,0,4,0,P
8,Jonah Bride,2025-06-12,29-167,MIN,,TEX,"L, 3-16",8-GF,2.0,4,3,3,0,1,0,0,0,1,0,0,11,5,3B P
9,Zach Brzykcy,2025-06-12,25-335,WSN,@,NYM,"L, 3-4",8-GF(8),1.0,1,0,0,0,0,0,0,1,0,0,0,4,2,P
10,José Castillo,2025-06-12,29-153,NYM,,WSN,"W, 4-3",6-7,0.2,2,0,0,0,0,0,0,1,0,0,0,4,2,P
11,Patrick Corbin,2025-06-12,35-328,TEX,@,MIN,"W, 16-3","GS-6, W",5.0,6,3,3,0,0,3,0,6,0,0,0,24,9,P
12,Danny Coulombe,2025-06-12,35-229,MIN,,TEX,"L, 3-16",7-7,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,P
13,Edwin Díaz,2025-06-12,31-082,NYM,,WSN,"W, 4-3","9-GF, S",1.0,1,0,0,0,0,1,0,0,0,0,0,5,2,P
14,Shawn Dubin,2025-06-12,29-279,HOU,,CHW,"W, 4-3","6-6, H",1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
15,Ezequiel Durán,2025-06-12,26-021,TEX,@,MIN,"W, 16-3",9-GF,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,PH P DH
16,Lucas Erceg,2025-06-12,30-042,KCR,,NYY,"L, 0-1","8-8, L",1.0,2,1,0,1,0,1,0,1,0,0,0,6,3,P
17,Andre Granillo,2025-06-12,25-031,STL,@,MIL,"L, 0-6",5-7,2.2,2,0,0,0,0,0,0,0,0,0,0,10,2,P
18,Sonny Gray,2025-06-12,35-217,STL,@,MIL,"L, 0-6","GS-5, L",4.1,8,6,6,0,1,1,0,4,0,0,0,20,9,P
19,Josh Hader,2025-06-12,31-066,HOU,,CHW,"W, 4-3","9-GF, S",1.0,2,1,1,0,1,0,0,2,0,0,0,5,2,P
20,Seth Halvorsen,2025-06-12,25-114,COL,,SFG,"W, 8-7","9-GF, W",1.0,1,0,0,0,0,1,0,1,0,0,0,4,2,P
21,Andrew Heaney,2025-06-12,34-007,PIT,@,CHC,"L, 2-3","GS-6, L",6.0,4,3,3,0,2,0,0,7,0,0,0,22,4,P
22,Jimmy Herget,2025-06-12,31-276,COL,,SFG,"W, 8-7",5-7,2.1,1,0,0,0,0,2,0,3,0,0,0,10,3,P
23,Tim Hill,2025-06-12,35-122,NYY,@,KCR,"W, 1-0",6-7,1.0,0,0,0,0,0,1,0,0,0,0,0,4,1,P
24,Sean Hjelle,2025-06-12,28-036,SFG,@,COL,"L, 7-8",7-7,0.1,2,2,2,0,0,1,0,0,0,0,0,4,3,P
25,Tommy Kahnle,2025-06-12,35-309,DET,@,BAL,"W, 4-1",8-8,1.0,1,1,1,0,1,1,0,0,0,0,0,5,2,P
26,Brad Keller,2025-06-12,29-320,CHC,,PIT,"W, 3-2","7-7, H",0.2,0,0,0,0,0,1,0,2,1,0,0,4,2,P
27,Bryan King,2025-06-12,28-219,HOU,,CHW,"W, 4-3","7-7, H",1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
28,John King,2025-06-12,30-271,STL,@,MIL,"L, 0-6",8-GF(8),1.0,2,0,0,0,0,0,0,0,0,0,0,4,2,P
29,Andrew Kittredge,2025-06-12,35-087,BAL,,DET,"L, 1-4",9-GF,1.0,1,0,0,0,0,0,0,0,0,0,0,4,1,P
30,Dean Kremer,2025-06-12,29-156,BAL,,DET,"L, 1-4","2-8, L",7.0,5,4,4,0,2,2,0,8,0,0,0,27,7,P
31,Mark Leiter Jr.,2025-06-12,34-091,NYY,@,KCR,"W, 1-0","7-7, W",0.1,1,0,0,0,0,0,0,0,0,0,0,2,1,P
32,Jonathan Loáisiga,2025-06-12,30-222,NYY,@,KCR,"W, 1-0","8-8, H",1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
33,Seth Lugo,2025-06-12,35-207,KCR,,NYY,"L, 0-1",GS-6,5.2,2,0,0,0,0,3,0,2,0,0,0,21,5,P
