Game Date,Away Team,Home Team,Away Record,Home Record,Away Score,Home Score,Winning Pitcher,Winning IP,Winning H,Winning ER,Winning K,Winning BB,Losing Pitcher,Losing IP,Losing H,Losing ER,Losing K,Losing BB
2025-04-28,New York Yankees,Baltimore Orioles,17-12,11-17,3,4,T. Sugano,5.0,5,0,8,1,W. Warren,3.1,6,4,5,2
2025-04-28,St. Louis Cardinals,Cincinnati Reds,12-17,16-13,1,3,N. Martinez,6.0,5,1,3,2,A. Pallante,6.0,6,3,4,2
2025-04-28,Athletics,Texas Rangers,15-14,15-14,2,1,J. Sears,5.2,5,1,7,0,P. Corbin,4.2,7,2,5,1
2025-04-28,Detroit Tigers,Houston Astros,18-11,15-13,5,8,S. Okert,1.0,0,0,1,0,J. Flaherty,5.0,6,4,4,2
2025-04-28,Atlanta Braves,Colorado Rockies,13-15,4-24,6,3,B. Elder,6.0,5,3,4,2,R. Feltner,4.2,10,5,4,1
2025-04-28,Miami Marlins,Los Angeles Dodgers,12-16,19-10,6,7,K. Yates,1.0,1,0,0,0,R. Henriquez,0.1,1,1,0,1
2025-04-29,Minnesota Twins,Cleveland Guardians,13-17,16-13,1,2,E. Clase,1.0,1,0,0,0,L. Varland,0.0,1,1,0,0
2025-04-29,New York Yankees,Baltimore Orioles,18-12,11-18,15,3,C. Rodon,6.0,2,2,7,1,K. Gibson,3.2,11,9,2,2
2025-04-29,Chicago Cubs,Pittsburgh Pirates,18-12,11-19,9,0,S. Imanaga,5.0,6,0,3,1,A. Heaney,4.2,5,4,0,3
2025-04-29,Washington Nationals,Philadelphia Phillies,13-17,16-13,6,7,O. Kerkering,1.0,3,1,2,0,K. Finnegan,0.2,1,2,0,1
2025-04-29,Kansas City Royals,Tampa Bay Rays,15-15,14-15,3,1,M. Lorenzen,6.0,4,1,4,2,T. Bradley,7.0,5,2,2,3
2025-04-29,Boston Red Sox,Toronto Blue Jays,17-14,13-16,10,2,G. Crochet,7.0,4,2,6,3,B. Francis,3.0,8,7,1,0
2025-04-29,Arizona Diamondbacks,New York Mets,15-14,21-9,3,8,D. Peterson,5.0,5,1,2,0,E. Rodriguez,4.0,9,8,1,1
2025-04-29,Milwaukee Brewers,Chicago White Sox,15-15,7-22,7,2,F. Peralta,6.0,3,2,5,3,B. Wilson,3.1,2,3,1,3
2025-04-29,Athletics,Texas Rangers,15-15,16-14,2,15,J. deGrom,6.0,4,0,7,0,J. Lopez,2.2,6,3,4,4
2025-04-29,Detroit Tigers,Houston Astros,18-12,16-13,4,6,B. Sousa,1.2,1,0,3,0,R. Olson,5.2,4,3,7,3
2025-04-29,Atlanta Braves,Colorado Rockies,14-15,4-25,8,2,A. Smith-Shawver,5.1,4,2,5,1,G. Marquez,5.1,11,7,1,1
2025-04-29,Los Angeles Angels,Seattle Mariners,12-16,17-12,3,5,B. Miller,5.0,2,0,6,5,J. Kochanowicz,6.0,4,3,6,4
2025-04-29,San Francisco Giants,San Diego Padres,19-11,18-11,4,7,N. Pivetta,5.1,5,3,9,1,L. Webb,5.0,9,5,6,1
2025-04-29,Miami Marlins,Los Angeles Dodgers,12-17,20-10,2,15,M. Sauer,5.0,5,1,4,0,S. Alcantara,2.2,7,7,2,5
2025-04-30,St. Louis Cardinals,Cincinnati Reds,13-17,16-14,6,0,M. Mikolas,5.1,3,0,4,0,B. Singer,6.0,2,1,4,3
2025-04-30,Detroit Tigers,Houston Astros,19-12,16-14,7,4,B. Hanifee,2.0,2,0,3,1,A. Blubaugh,4.0,5,2,6,1
2025-04-30,Atlanta Braves,Colorado Rockies,14-16,5-25,1,2,C. Dollander,5.2,2,1,4,3,C. Sale,7.0,5,2,10,0
2025-04-30,Miami Marlins,Los Angeles Dodgers,12-18,21-10,7,12,T. Gonsolin,6.0,6,3,9,0,C. Quantrill,3.2,6,4,3,1
2025-04-30,Los Angeles Angels,Seattle Mariners,12-17,18-12,3,9,C. Legumina,1.0,1,0,0,1,R. Detmers,0.0,5,5,0,0
2025-04-30,San Francisco Giants,San Diego Padres,19-12,19-11,3,5,M. King,5.2,3,1,6,1,L. Roupp,4.1,7,4,4,3
2025-04-30,Minnesota Twins,Cleveland Guardians,13-18,17-13,2,4,C. Smith,0.2,0,0,2,0,P. Lopez,6.1,4,2,6,0
2025-04-30,New York Yankees,Baltimore Orioles,18-13,12-18,4,5,B. Baker,1.0,0,0,2,1,C. Carrasco,3.1,8,4,5,0
2025-04-30,Chicago Cubs,Pittsburgh Pirates,18-13,12-19,3,4,C. Ferguson,1.1,0,0,0,0,C. Thielbar,0.1,2,1,1,0
2025-04-30,St. Louis Cardinals,Cincinnati Reds,14-17,16-15,9,1,G. Graceffo,5.0,2,1,5,0,C. Petty,2.1,7,9,3,2
2025-04-30,Washington Nationals,Philadelphia Phillies,13-18,17-13,2,7,C. Sanchez,5.0,5,2,6,3,J. Irvin,6.0,8,6,2,3
2025-04-30,Kansas City Royals,Tampa Bay Rays,16-15,14-16,3,0,N. Cameron,6.1,1,0,3,5,D. Rasmussen,5.0,6,3,3,1
2025-04-30,Boston Red Sox,Toronto Blue Jays,17-15,14-16,6,7,J. Hoffman,2.0,0,0,3,0,J. Slaten,0.1,1,0,0,2
2025-04-30,Arizona Diamondbacks,New York Mets,16-14,21-10,4,3,C. Burnes,6.0,4,1,3,5,R. Stanek,0.2,3,2,0,0
2025-04-30,Milwaukee Brewers,Chicago White Sox,16-15,7-23,6,4,J. Koenig,1.0,2,1,0,0,C. Booser,0.1,2,3,0,2
2025-04-30,Athletics,Texas Rangers,16-15,16-15,7,1,G. Holman,2.0,1,0,2,1,R. Garcia,0.2,1,1,0,0
2025-05-01,Chicago Cubs,Pittsburgh Pirates,19-13,12-20,8,3,C. Rea,6.0,4,2,2,2,P. Skenes,5.0,5,3,2,4
2025-05-01,St. Louis Cardinals,Cincinnati Reds,14-18,17-15,1,9,G. Ashcraft,3.0,0,0,4,0,M. Liberatore,3.0,2,2,2,1
2025-05-01,Arizona Diamondbacks,New York Mets,17-14,21-11,4,2,Z. Gallen,6.0,2,1,8,3,K. Senga,4.0,5,1,6,3
2025-05-01,Kansas City Royals,Tampa Bay Rays,17-15,14-17,8,2,S. Lugo,6.0,5,2,5,0,S. Baz,5.2,9,7,1,3
2025-05-01,Minnesota Twins,Cleveland Guardians,13-19,18-13,3,4,K. Allard,1.0,1,0,0,0,J. Topa,0.1,2,1,0,1
2025-05-01,Milwaukee Brewers,Chicago White Sox,16-16,8-23,0,8,S. Burke,6.0,2,0,5,3,C. Patrick,5.2,6,3,4,0
2025-05-01,Athletics,Texas Rangers,17-15,16-16,3,0,J. Springs,6.0,2,0,1,1,T. Mahle,6.0,5,1,6,1
2025-05-01,Washington Nationals,Philadelphia Phillies,14-18,17-14,4,2,B. Lord,5.0,6,2,4,1,T. Walker,5.2,4,1,2,3
2025-05-01,Boston Red Sox,Toronto Blue Jays,17-16,15-16,2,4,M. Fluharty,1.1,0,0,0,0,J. Slaten,1.0,3,3,0,1
2025-05-01,Detroit Tigers,Los Angeles Angels,20-12,12-18,10,4,C. Mize,7.0,7,4,4,2,R. Detmers,0.1,3,4,0,1
2025-05-01,Colorado Rockies,San Francisco Giants,6-25,19-13,4,3,A. Chivilli,1.1,1,0,0,0,T. Rogers,1.0,3,2,0,0
2025-05-02,Washington Nationals,Cincinnati Reds,14-19,18-15,1,6,H. Greene,6.0,2,1,12,2,M. Parker,4.0,4,5,1,4
2025-05-02,San Diego Padres,Pittsburgh Pirates,20-11,12-21,9,4,J. Estrada,1.0,0,0,3,0,M. Keller,5.0,8,4,3,1
2025-05-02,Arizona Diamondbacks,Philadelphia Phillies,17-15,18-14,2,3,T. Banks,1.0,0,0,1,0,J. Castillo,1.0,2,2,0,0
2025-05-02,Kansas City Royals,Baltimore Orioles,17-16,13-18,0,3,D. Kremer,7.0,3,0,2,1,M. Wacha,6.1,7,3,3,1
2025-05-02,Tampa Bay Rays,New York Yankees,14-18,19-13,0,3,M. Fried,7.0,1,0,6,2,R. Pepiot,4.1,5,2,1,2
2025-05-02,Cleveland Guardians,Toronto Blue Jays,18-14,16-16,3,5,B. Little,1.2,1,0,1,0,J. Junis,0.2,2,2,0,1
2025-05-02,Minnesota Twins,Boston Red Sox,13-20,18-16,1,6,J. Wilson,0.1,0,0,0,0,L. Varland,0.1,2,2,0,0
2025-05-02,Athletics,Miami Marlins,18-15,12-19,6,1,G. Hoglund,6.0,6,1,7,0,V. Bellozo,4.2,4,5,1,4
2025-05-02,Los Angeles Dodgers,Atlanta Braves,22-10,14-17,2,1,Y. Yamamoto,6.0,1,0,6,2,G. Holmes,6.0,4,2,9,2
2025-05-02,Houston Astros,Chicago White Sox,16-15,9-23,3,7,J. Cannon,6.0,9,2,5,0,F. Valdez,5.0,7,4,6,2
2025-05-02,Seattle Mariners,Texas Rangers,19-12,16-17,13,1,B. Woo,6.1,1,0,8,0,J. Leiter,4.1,8,6,2,2
2025-05-02,Chicago Cubs,Milwaukee Brewers,20-13,16-17,10,0,B. Brown,6.0,4,0,4,0,T. Alexander,0.2,3,2,1,0
2025-05-02,New York Mets,St. Louis Cardinals,22-11,14-19,9,3,C. Holmes,6.0,8,3,3,0,S. Gray,4.1,9,4,6,3
2025-05-02,Detroit Tigers,Los Angeles Angels,21-12,12-19,9,1,T. Holton,1.0,0,0,1,0,K. Jansen,0.2,6,6,1,0
2025-05-02,Colorado Rockies,San Francisco Giants,6-26,20-13,0,4,R. Ray,7.0,2,0,8,2,A. Senzatela,5.0,7,4,4,2
2025-05-03,Tampa Bay Rays,New York Yankees,15-18,19-14,3,2,Z. Littell,7.0,3,2,3,0,M. Leiter Jr.,0.1,2,2,1,1
2025-05-03,Houston Astros,Chicago White Sox,17-15,9-24,8,3,H. Brown,6.0,4,3,9,3,F. Ellard,0.2,0,2,2,2
2025-05-03,Cleveland Guardians,Toronto Blue Jays,19-14,16-17,5,3,K. Allard,4.0,1,1,3,0,Y. Garcia,0.2,2,4,2,2
2025-05-03,San Diego Padres,Pittsburgh Pirates,21-11,12-22,2,1,J. Adam,1.0,0,0,0,0,D. Bednar,1.0,1,1,1,0
2025-05-03,Colorado Rockies,San Francisco Giants,6-27,21-13,3,6,R. Rodriguez,1.0,2,0,1,0,J. Bird,1.1,3,3,3,3
2025-05-03,Minnesota Twins,Boston Red Sox,14-20,18-17,4,3,B. Ober,6.0,7,1,6,1,H. Dobbins,5.2,7,4,2,2
2025-05-03,Athletics,Miami Marlins,18-16,13-19,6,9,L. Bachar,2.0,1,1,4,2,M. Miller,0.2,2,5,2,2
2025-05-03,Arizona Diamondbacks,Philadelphia Phillies,17-16,19-14,2,7,A. Nola,6.0,4,0,8,1,B. Pfaadt,4.2,9,6,6,1
2025-05-03,Washington Nationals,Cincinnati Reds,15-19,18-16,11,6,T. Williams,5.1,9,4,4,2,N. Lodolo,5.1,10,6,4,2
2025-05-03,Seattle Mariners,Texas Rangers,20-12,16-18,2,1,G. Speier,1.0,0,0,0,1,C. Martin,1.0,2,1,0,0
2025-05-03,Chicago Cubs,Milwaukee Brewers,21-13,16-18,6,2,J. Taillon,6.0,3,2,5,1,J. Quintana,5.0,7,6,6,1
2025-05-03,Kansas City Royals,Baltimore Orioles,18-16,13-19,4,0,K. Bubic,5.0,4,0,3,1,T. Sugano,6.0,4,2,4,2
2025-05-03,Detroit Tigers,Los Angeles Angels,21-13,13-19,2,5,K. Hendricks,7.2,4,1,3,0,J. Flaherty,5.2,8,4,8,1
2025-05-03,Los Angeles Dodgers,Atlanta Braves,23-10,14-18,10,3,R. Sasaki,5.0,6,3,4,2,S. Schwellenbach,3.2,8,6,4,1
2025-05-04,New York Mets,St. Louis Cardinals,22-12,15-19,5,6,E. Fedde,5.0,6,3,4,5,B. Tidwell,3.2,9,6,2,3
2025-05-04,Kansas City Royals,Baltimore Orioles,19-16,13-20,11,6,A. Zerpa,1.2,3,1,0,0,Y. Cano,1.0,3,2,1,0
2025-05-04,Minnesota Twins,Boston Red Sox,15-20,18-18,5,4,L. Varland,1.0,0,0,1,0,J. Slaten,1.0,3,2,0,0
2025-05-04,San Diego Padres,Pittsburgh Pirates,22-11,12-23,4,0,S. Kolek,5.1,4,0,4,2,A. Heaney,3.2,8,4,3,4
2025-05-04,Tampa Bay Rays,New York Yankees,16-18,19-15,7,5,T. Bradley,5.1,4,2,1,3,W. Warren,4.2,7,3,8,3
2025-05-04,Cleveland Guardians,Toronto Blue Jays,20-14,16-18,5,4,T. Bibee,5.0,5,2,3,2,B. Francis,4.1,6,4,2,1
2025-05-04,Athletics,Miami Marlins,19-16,13-20,3,2,M. Spence,1.2,1,0,1,0,A. Bender,1.0,2,1,2,0
2025-05-04,Arizona Diamondbacks,Philadelphia Phillies,18-16,19-15,11,9,S. Miller,1.0,4,2,2,0,J. Alvarado,1.1,3,3,0,1
2025-05-04,Chicago Cubs,Milwaukee Brewers,21-14,17-18,0,4,F. Peralta,6.0,4,0,7,1,S. Imanaga,5.2,4,2,4,1
2025-05-04,Houston Astros,Chicago White Sox,17-16,10-24,4,5,M. Vasil,2.1,0,0,0,1,S. Okert,1.0,2,2,1,1
2025-05-04,Seattle Mariners,Texas Rangers,20-13,17-18,1,8,J. deGrom,5.0,3,1,3,2,L. Evans,5.0,10,1,5,2
2025-05-04,Colorado Rockies,San Francisco Giants,6-28,22-13,3,9,L. Webb,7.0,6,1,6,2,G. Marquez,4.1,6,5,3,0
2025-05-04,Detroit Tigers,Los Angeles Angels,22-13,13-20,13,1,R. Olson,5.2,3,0,8,3,J. Kochanowicz,5.0,7,5,1,2
2025-05-04,Washington Nationals,Cincinnati Reds,16-19,18-17,4,1,J. Lopez,2.0,0,0,2,0,G. Ashcraft,0.2,3,3,0,0
2025-05-04,New York Mets,St. Louis Cardinals,22-13,16-19,4,5,M. McGreevy,5.2,1,0,5,1,M. Kranick,1.0,2,1,1,0
2025-05-04,Los Angeles Dodgers,Atlanta Braves,23-11,15-18,3,4,B. Elder,5.0,4,2,6,2,D. May,5.2,5,4,6,2
2025-05-05,Los Angeles Dodgers,Miami Marlins,24-11,13-21,7,4,B. Casparius,4.0,5,1,5,2,S. Alcantara,5.0,6,5,4,1
2025-05-05,San Diego Padres,New York Yankees,23-11,19-16,4,3,R. Bergert,1.0,0,0,1,0,L. Weaver,0.1,2,1,0,1
2025-05-05,Cincinnati Reds,Atlanta Braves,18-18,16-18,0,4,A. Smith-Shawver,8.0,1,0,5,4,B. Singer,6.0,7,4,2,2
2025-05-05,Chicago White Sox,Kansas City Royals,10-25,20-16,0,3,C. Ragans,5.0,3,0,11,2,S. Smith,5.0,5,2,5,3
2025-05-05,Houston Astros,Milwaukee Brewers,17-17,18-18,1,5,T. Myers,5.1,6,1,2,0,R. Blanco,6.0,7,3,6,2
2025-05-05,San Francisco Giants,Chicago Cubs,22-14,22-14,2,9,M. Boyd,6.0,5,2,7,0,L. Roupp,5.0,5,2,4,0
2025-05-05,Pittsburgh Pirates,St. Louis Cardinals,12-24,17-19,3,6,G. Graceffo,1.0,0,0,0,0,C. Shugart,0.0,5,4,0,1
2025-05-05,New York Mets,Arizona Diamondbacks,23-13,18-17,5,4,G. Canning,5.0,6,1,6,1,R. Nelson,4.1,3,2,2,4
2025-05-05,Seattle Mariners,Athletics,20-14,20-16,6,7,H. Harris,1.0,0,0,1,0,C. Legumina,0.1,1,0,0,2
2025-05-06,Cleveland Guardians,Washington Nationals,20-15,17-19,9,10,J. Lopez,1.2,3,1,0,0,C. Smith,0.2,3,4,2,1
2025-05-06,Los Angeles Dodgers,Miami Marlins,24-12,14-21,4,5,J. Tinoco,2.0,0,0,2,1,J.P. Feyereisen,0.0,2,0,0,1
2025-05-06,Texas Rangers,Boston Red Sox,18-18,18-19,6,1,N. Eovaldi,6.0,5,1,7,1,L. Giolito,3.2,10,6,2,1
2025-05-06,Philadelphia Phillies,Tampa Bay Rays,20-15,16-19,8,4,Z. Wheeler,7.0,4,2,9,0,D. Rasmussen,4.1,5,3,2,2
2025-05-06,San Diego Padres,New York Yankees,23-12,20-16,3,12,F. Cruz,0.2,1,0,1,1,A. Morejon,0.1,3,4,0,1
2025-05-06,Cleveland Guardians,Washington Nationals,21-15,17-20,9,1,B. Lively,5.1,2,1,3,2,B. Lord,6.0,3,3,4,1
2025-05-06,Cincinnati Reds,Atlanta Braves,18-19,17-18,1,2,R. Iglesias,1.0,0,0,2,0,L. Richardson,0.0,1,0,0,1
2025-05-06,Baltimore Orioles,Minnesota Twins,13-21,16-20,1,9,P. Lopez,5.0,2,1,11,1,C. Povich,6.0,6,5,4,0
2025-05-06,Chicago White Sox,Kansas City Royals,10-26,21-16,3,4,T. Clarke,1.1,0,0,0,0,C. Booser,0.1,3,1,0,1
2025-05-06,Houston Astros,Milwaukee Brewers,17-18,19-18,3,4,C. Patrick,6.2,4,3,6,1,H. Wesneski,4.0,5,4,3,2
2025-05-06,San Francisco Giants,Chicago Cubs,23-14,22-15,14,5,E. Miller,1.1,1,0,2,1,R. Pressly,0.0,5,8,0,1
2025-05-06,Pittsburgh Pirates,St. Louis Cardinals,12-25,18-19,1,2,M. Liberatore,7.0,3,1,8,3,P. Skenes,6.0,3,2,6,4
2025-05-06,Toronto Blue Jays,Los Angeles Angels,16-19,14-20,3,8,H. Neris,0.2,0,0,2,0,Y. Garcia,0.1,1,3,1,1
2025-05-06,New York Mets,Arizona Diamondbacks,23-14,19-17,1,5,Z. Gallen,7.0,2,1,6,3,D. Peterson,6.0,4,2,6,4
2025-05-06,Seattle Mariners,Athletics,21-14,20-17,5,3,C. Snider,1.0,1,0,2,1,T. Ferguson,0.2,2,3,1,1
2025-05-07,Cleveland Guardians,Washington Nationals,22-15,17-21,8,6,J. Cantillo,1.0,0,0,1,1,M. Soroka,5.0,5,4,8,2
2025-05-07,Houston Astros,Milwaukee Brewers,18-18,19-19,9,1,F. Valdez,7.0,3,1,7,2,Q. Priester,5.0,3,1,3,3
2025-05-07,Pittsburgh Pirates,St. Louis Cardinals,12-26,19-19,0,5,S. Gray,7.0,2,0,8,1,M. Keller,6.0,7,3,6,3
2025-05-07,San Francisco Giants,Chicago Cubs,24-14,22-16,3,1,R. Ray,6.0,3,1,5,2,B. Brown,5.0,6,3,9,2
2025-05-07,Seattle Mariners,Athletics,22-14,20-18,6,5,E. Bazardo,1.1,1,0,1,0,N. Murdock,1.0,2,2,2,1
2025-05-07,New York Mets,Arizona Diamondbacks,24-14,19-18,7,1,K. Senga,6.0,2,0,4,5,M. Kelly,6.1,6,3,6,0
2025-05-07,Los Angeles Dodgers,Miami Marlins,25-12,14-22,10,1,L. Knack,5.0,4,0,5,1,C. Gibson,1.0,2,1,0,1
2025-05-07,Texas Rangers,Boston Red Sox,18-19,19-19,4,6,B. Bernardino,1.0,0,0,0,0,J. Webb,0.2,2,2,0,0
2025-05-07,Philadelphia Phillies,Tampa Bay Rays,21-15,16-20,7,0,C. Sanchez,6.0,1,0,5,3,S. Baz,3.1,8,6,3,2
2025-05-07,San Diego Padres,New York Yankees,23-13,21-16,3,4,D. Williams,1.0,0,0,3,1,J. Estrada,0.2,0,0,0,0
2025-05-07,Cincinnati Reds,Atlanta Braves,19-19,17-19,4,3,B. Suter,2.0,1,1,3,0,G. Holmes,5.1,7,4,5,1
2025-05-07,Baltimore Orioles,Minnesota Twins,13-22,17-20,2,5,D. Coulombe,1.0,1,0,2,0,C. Morton,4.0,4,3,2,1
2025-05-07,Chicago White Sox,Kansas City Royals,10-27,22-16,1,2,M. Wacha,7.0,3,0,5,1,J. Cannon,6.0,9,2,1,0
2025-05-07,Detroit Tigers,Colorado Rockies,23-13,6-29,8,6,W. Vest,2.0,1,0,2,2,Z. Agnos,2.0,1,0,2,0
2025-05-07,Toronto Blue Jays,Los Angeles Angels,16-20,15-20,4,5,B. Burke,1.0,0,0,0,1,J. Hoffman,0.1,3,3,1,1
2025-05-08,Baltimore Orioles,Minnesota Twins,13-23,18-20,2,5,G. Jax,1.0,0,0,2,0,Y. Cano,0.1,0,2,1,2
2025-05-08,Texas Rangers,Boston Red Sox,18-20,20-19,0,5,J. Slaten,1.1,0,0,0,0,J. Leiter,5.1,3,4,3,4
2025-05-08,Chicago White Sox,Kansas City Royals,10-28,23-16,0,10,K. Bubic,7.0,6,0,7,1,D. Martin,4.1,7,4,2,1
2025-05-08,Detroit Tigers,Colorado Rockies,24-13,6-30,10,2,C. Mize,6.0,3,1,8,0,K. Freeland,3.0,11,5,2,1
2025-05-08,Detroit Tigers,Colorado Rockies,25-13,6-31,11,1,K. Montero,8.0,5,1,2,3,T. Gordon,6.1,9,4,4,1
2025-05-08,Philadelphia Phillies,Tampa Bay Rays,22-15,16-21,7,6,J. Alvarado,1.0,1,0,1,0,M. Rodriguez,1.0,2,1,1,0
2025-05-08,Cincinnati Reds,Atlanta Braves,19-20,18-19,4,5,S. Blewett,2.0,0,0,1,0,T. Rogers,0.2,1,0,1,1
2025-05-08,Toronto Blue Jays,Los Angeles Angels,17-20,15-21,8,5,C. Bassitt,6.0,8,4,6,1,R. Johnson,0.0,2,3,0,1
2025-05-08,Los Angeles Dodgers,Arizona Diamondbacks,25-13,20-18,3,5,B. Pfaadt,6.1,4,0,6,3,Y. Yamamoto,5.0,6,5,4,1
2025-05-09,Atlanta Braves,Pittsburgh Pirates,18-20,13-26,2,3,B. Falter,6.0,2,0,3,2,B. Elder,6.0,5,3,8,0
2025-05-09,Texas Rangers,Detroit Tigers,18-21,26-13,1,2,T. Skubal,7.0,2,1,12,0,P. Corbin,7.0,3,2,3,4
2025-05-09,St. Louis Cardinals,Washington Nationals,20-19,17-22,10,0,E. Fedde,9.0,6,0,8,0,M. Parker,4.0,7,4,5,2
2025-05-09,Milwaukee Brewers,Tampa Bay Rays,19-20,17-21,3,4,C. Sulser,1.0,1,1,1,2,J. Koenig,0.2,2,1,2,2
2025-05-09,Chicago Cubs,New York Mets,22-17,25-14,2,7,C. Holmes,6.0,3,1,5,3,J. Taillon,4.0,9,5,4,1
2025-05-09,Philadelphia Phillies,Cleveland Guardians,22-16,23-15,0,6,G. Williams,5.0,4,0,8,4,A. Nola,5.0,6,4,5,2
2025-05-09,Boston Red Sox,Kansas City Royals,20-20,24-16,1,2,S. Cruz,0.2,0,0,1,0,S. Newcomb,0.1,1,0,0,0
2025-05-09,Miami Marlins,Chicago White Sox,14-23,11-28,2,6,C. Booser,0.2,1,0,1,0,M. Meyer,6.1,5,5,5,3
2025-05-09,Cincinnati Reds,Houston Astros,19-21,19-18,0,3,H. Brown,5.2,2,0,9,4,N. Martinez,6.0,10,3,5,0
2025-05-09,San Francisco Giants,Minnesota Twins,24-15,19-20,1,3,C. Paddack,7.1,3,1,6,0,J. Hicks,6.0,7,3,6,0
2025-05-09,San Diego Padres,Colorado Rockies,24-13,6-32,13,9,R. Vasquez,6.0,6,2,5,1,A. Senzatela,4.2,9,4,2,2
2025-05-09,Baltimore Orioles,Los Angeles Angels,14-23,15-22,4,1,T. Sugano,7.1,3,1,5,0,K. Hendricks,5.0,6,3,5,3
2025-05-09,Los Angeles Dodgers,Arizona Diamondbacks,26-13,20-19,14,11,A. Vesia,1.0,2,2,1,0,K. Ginkel,0.1,4,5,1,0
2025-05-09,Toronto Blue Jays,Seattle Mariners,18-20,22-15,6,3,K. Gausman,5.1,7,3,3,0,L. Castillo,5.0,7,5,3,2
2025-05-09,New York Yankees,Athletics,22-16,20-19,10,2,W. Warren,7.1,4,1,7,1,O. Bido,5.1,8,3,6,2
2025-05-10,Atlanta Braves,Pittsburgh Pirates,19-20,13-27,3,2,S. Blewett,2.0,1,0,1,0,C. Shugart,1.0,0,0,0,2
2025-05-10,St. Louis Cardinals,Washington Nationals,21-19,17-23,4,2,A. Pallante,7.1,5,2,7,0,T. Williams,6.0,7,4,4,1
2025-05-10,New York Yankees,Athletics,22-17,21-19,7,11,G. Holman,1.1,1,0,1,0,F. Cruz,0.2,3,3,2,0
2025-05-10,Milwaukee Brewers,Tampa Bay Rays,19-21,18-21,2,3,P. Fairbanks,1.0,0,0,1,1,G. Anderson,0.2,1,1,0,1
2025-05-10,Philadelphia Phillies,Cleveland Guardians,23-16,23-16,7,1,R. Suarez,7.0,3,0,5,1,T. Bibee,7.0,5,1,3,0
2025-05-10,Texas Rangers,Detroit Tigers,19-21,26-14,10,3,J. deGrom,5.0,5,2,10,1,J. Flaherty,3.0,4,5,4,2
2025-05-10,Boston Red Sox,Kansas City Royals,21-20,24-17,10,1,G. Crochet,7.0,7,1,9,1,C. Ragans,5.0,7,4,8,2
2025-05-10,Cincinnati Reds,Houston Astros,20-21,19-19,13,9,G. Ashcraft,1.2,1,0,4,1,L. McCullers Jr.,0.1,3,7,0,3
2025-05-10,Miami Marlins,Chicago White Sox,15-23,11-29,3,1,C. Faucher,1.0,1,0,2,0,J. Leasure,0.2,1,1,2,0
2025-05-10,Chicago Cubs,New York Mets,23-17,25-15,6,5,C. Horton,4.0,4,3,5,0,T. Megill,4.2,7,4,7,2
2025-05-10,San Francisco Giants,Minnesota Twins,24-16,20-20,1,2,J. Ryan,6.0,2,1,7,0,L. Webb,7.0,5,2,9,1
2025-05-10,San Diego Padres,Colorado Rockies,25-13,6-33,21,0,S. Kolek,9.0,5,0,7,2,B. Blalock,3.2,13,12,1,2
2025-05-10,Los Angeles Dodgers,Arizona Diamondbacks,26-14,21-19,0,3,C. Burnes,7.0,5,0,5,2,D. May,6.2,7,2,5,1
2025-05-10,Baltimore Orioles,Los Angeles Angels,14-24,16-22,2,5,J. Kochanowicz,5.2,4,1,4,4,K. Gibson,4.0,7,5,4,3
2025-05-10,Toronto Blue Jays,Seattle Mariners,19-20,22-16,6,3,M. Fluharty,1.1,0,0,2,0,C. Vargas,0.2,3,3,1,2
2025-05-11,Chicago Cubs,New York Mets,23-18,26-15,2,6,R. Stanek,1.0,0,0,2,0,P. Hodge,0.1,3,3,0,0
2025-05-11,Atlanta Braves,Pittsburgh Pirates,19-21,14-27,3,4,D. Santana,1.0,0,0,1,0,R. Iglesias,0.1,3,1,0,1
2025-05-11,St. Louis Cardinals,Washington Nationals,22-19,17-24,6,1,M. Mikolas,5.1,4,1,5,1,M. Gore,6.2,5,4,7,3
2025-05-11,Milwaukee Brewers,Tampa Bay Rays,20-21,18-22,4,2,T. Alexander,1.2,0,0,0,0,D. Rasmussen,5.0,4,3,3,1
2025-05-11,Texas Rangers,Detroit Tigers,20-21,26-15,6,1,N. Eovaldi,7.0,2,0,7,1,R. Olson,4.0,7,3,5,1
2025-05-11,Boston Red Sox,Kansas City Royals,22-20,24-18,3,1,L. Giolito,6.2,2,1,5,1,S. Lugo,6.0,6,3,5,0
2025-05-11,Cincinnati Reds,Houston Astros,20-22,20-19,0,6,R. Blanco,8.0,2,0,11,1,C. Petty,3.0,6,4,4,6
2025-05-11,Miami Marlins,Chicago White Sox,15-24,12-29,2,4,M. Vasil,3.0,3,1,1,1,S. Alcantara,5.2,7,4,8,3
2025-05-11,San Francisco Giants,Minnesota Twins,24-17,21-20,6,7,J. Duran,1.0,0,0,1,1,R. Walker,0.2,2,1,0,1
2025-05-11,San Diego Padres,Colorado Rockies,25-14,7-33,3,9,G. Marquez,7.0,3,1,2,1,N. Pivetta,4.0,7,6,5,2
2025-05-11,New York Yankees,Athletics,23-17,21-20,12,2,R. Yarbrough,5.0,6,2,2,1,L. Severino,4.0,9,8,2,2
2025-05-11,Baltimore Orioles,Los Angeles Angels,15-24,16-23,7,3,Z. Eflin,5.0,5,2,5,2,T. Anderson,5.0,4,1,5,2
2025-05-11,Los Angeles Dodgers,Arizona Diamondbacks,27-14,21-20,8,1,T. Gonsolin,5.0,3,0,4,2,Z. Gallen,5.2,10,4,5,2
