Rk,Player,Date,Age,Team,Unnamed: 5,Opp,Result,"App,Dec",IP,H,R,ER,UER,HR,BB,IBB,SO,HBP,BK,WP,BF,BR,Pos
1,Andrew Abbott,2025-06-17,26-016,CIN,,MIN,"W, 6-5",GS-6,5.2,8,5,1,4,2,0,0,5,0,0,0,26,9,P
2,Jason Adam,2025-06-17,33-317,SDP,@,LAD,"L, 6-8",7-7,1.0,1,0,0,0,0,0,0,0,0,0,0,3,1,P
3,Keegan Akin,2025-06-17,30-077,BAL,@,TBR,"W, 5-1","6-7, H",1.2,2,0,0,0,0,1,0,1,0,0,0,8,3,P
4,Jorge Alcalá,2025-06-17,29-324,BOS,@,SEA,"L, 0-8",7-7,1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
5,Jason Alexander,2025-06-17,32-108,HOU,@,ATH,"W, 13-3","GS-7, W",6.0,3,3,2,1,0,3,0,4,1,0,0,25,8,P
6,Tyler Alexander,2025-06-17,30-338,CHW,,STL,"L, 2-12",5-6,1.2,3,2,2,0,0,0,0,0,0,0,0,7,3,P
7,Grant Anderson,2025-06-17,27-361,MIL,@,CHC,"L, 3-5",8-GF(8),1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
8,Kyle Backhus,2025-06-17,27-137,ARI,@,TOR,"L, 4-5","6-6, H",1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
9,Bryan Baker,2025-06-17,30-197,BAL,@,TBR,"W, 5-1","8-8, H",1.0,1,0,0,0,0,0,0,0,0,0,0,4,1,P
10,Anthony Banda,2025-06-17,31-311,LAD,,SDP,"W, 8-6","8-8, H",1.0,2,0,0,0,0,1,1,2,0,0,0,6,3,P
11,Tanner Banks,2025-06-17,33-236,PHI,@,MIA,"L, 3-8","6-6,BS",1.0,2,1,1,0,0,0,0,1,0,0,0,5,2,P
12,Scott Barlow,2025-06-17,32-181,CIN,,MIN,"W, 6-5","6-7, W",1.1,0,0,0,0,0,0,0,2,0,0,0,4,0,P
13,Chris Bassitt,2025-06-17,36-115,TOR,,ARI,"W, 5-4",GS-6,6.0,6,3,3,0,0,1,0,5,2,0,0,27,9,P
14,Félix Bautista,2025-06-17,29-362,BAL,@,TBR,"W, 5-1",9-GF,1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
15,Jalen Beeks,2025-06-17,31-342,ARI,@,TOR,"L, 4-5","7-7, H",0.2,1,1,1,0,0,0,0,0,0,0,0,3,1,P
16,Anthony Bender,2025-06-17,30-134,MIA,,PHI,"W, 8-3","8-8, H",1.0,1,0,0,0,0,0,0,0,0,0,0,4,1,P
17,Brennan Bernardino,2025-06-17,33-153,BOS,@,SEA,"L, 0-8",6-6,1.0,1,0,0,0,0,1,0,1,0,0,0,5,2,P
18,Osvaldo Bido,2025-06-17,29-242,ATH,,HOU,"L, 3-13",4-5,1.2,4,4,2,2,1,2,0,1,1,0,0,12,7,P
19,Jake Bird,2025-06-17,29-195,COL,@,WSN,"W, 10-6","6-6, H",1.0,1,0,0,0,0,0,0,2,0,0,0,4,1,P
20,Caleb Boushley,2025-06-17,31-259,TEX,,KCR,"L, 1-6",6-GF,3.1,0,0,0,0,0,0,0,3,0,0,0,10,0,P
21,Jonathan Bowlan,2025-06-17,28-198,KCR,@,TEX,"W, 6-1",7-7,1.0,0,0,0,0,0,0,0,2,0,0,0,3,0,P
22,Huascar Brazobán,2025-06-17,35-245,NYM,@,ATL,"L, 4-5 (10)","10-GF(10), L",0.2,0,1,0,1,0,2,1,0,0,0,1,4,2,P
23,Ben Brown,2025-06-17,25-281,CHC,,MIL,"W, 5-3","GS-5, W",5.0,6,2,2,0,1,2,0,5,1,0,0,24,9,P
24,Zach Brzykcy,2025-06-17,25-340,WSN,,COL,"L, 6-10",9-GF,1.0,0,0,0,0,0,0,0,2,0,0,0,3,0,P
25,Walker Buehler,2025-06-17,30-324,BOS,@,SEA,"L, 0-8","GS-4, L",3.1,8,8,8,0,1,4,0,2,0,0,0,21,12,P
26,Génesis Cabrera,2025-06-17,28-250,CHC,,MIL,"W, 5-3","6-6, H",1.0,2,1,1,0,0,0,0,1,0,0,0,4,2,P
27,Vinny Capra,2025-06-17,28-345,CHW,,STL,"L, 2-12",9-GF,1.0,2,2,2,0,1,0,0,0,0,0,0,5,2,SS P
28,Slade Cecconi,2025-06-17,25-358,CLE,@,SFG,"W, 3-2","GS-5, W",5.0,4,2,2,0,0,3,0,6,1,0,0,23,8,P
29,Emmanuel Clase,2025-06-17,27-091,CLE,@,SFG,"W, 3-2","9-GF, S",1.0,2,0,0,0,0,1,0,1,0,0,0,6,3,P
30,Danny Coulombe,2025-06-17,35-234,MIN,@,CIN,"L, 5-6",4-4,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,P
